File Path: C:\Users\Administrator\Desktop\Fall2021 Data\Test Run 143 09-8-21 13 32 45 PM\DAQ- Time, … - (Timed).txt   
Test: ASEN3112_20in-lb-return_FinalFall2021
Test Run: Test Run 143
Date: 9/8/2021 1:23:17 PM
Length: 10 inches

Time 	Torsional Angle 	Torsional Epsilon 3550 Torsion 	Torsional Torque 	Axial Epsilon 3550 Axial 
sec	°	°	in·lbf	in
95.7783203125	48.0033071410121	-8.75152445168588E-05	8.40927456582621	3.4791512453155E-06
95.7880859375	47.9991202350514	0.000510165084289671	8.68443547125062	6.52840063723245E-06
95.7978515625	47.9971053292465	-0.000147132234005797	8.52918725399843	6.12174639939003E-06
95.8076171875	48.0002677068318	-2.88755884907537E-05	8.10538511190136	7.66193226100288E-06
95.8173828125	48.0008038766816	-0.000327360338477964	7.74871261462739	5.09864318744116E-06
95.8271484375	48.0013946880447	6.74356050813985E-05	7.77628056289827	7.43695093259753E-06
95.8369140625	48.0002677068318	0.000256015419086559	8.46795082061367	8.80277632064448E-06
95.8466796875	47.9978668953389	-0.000339843469054562	8.65915126770417	5.39205649508984E-06
95.8564453125	47.9993217256319	-8.70710049945599E-05	8.34862212537514	5.82720853197846E-06
95.8662109375	47.998194744419	-7.45878744179621E-05	8.17370911986979	6.8465620924194E-06
95.8759765625	48.0025421598252	-0.000391108762038058	8.00275956414838	5.65547259067512E-06
95.8857421875	48.001507386166	-0.000194221662452132	8.35348398524586	8.65353828838869E-06
95.8955078125	47.999444669037	-8.55605971325198E-05	8.56781097454695	6.97723873428025E-06
95.9052734375	47.9983518387699	0.000547347958361189	8.46317231294125	7.81923243563844E-06
95.9150390625	47.997668819853	0.000159881921323327	8.42926695987144	8.14957941900244E-06
95.9248046875	48.0002028200347	-0.000869377422571567	8.194225366655	6.83306345888737E-06
95.9345703125	48.0018762163812	-0.000210925081518121	8.14574656752086	4.8685991021729E-06
95.9443359375	47.9989255746601	0.000214345725839822	8.55775437355785	6.27192212426404E-06
95.9541015625	48.0001823294672	0.000445394857718082	8.69305609322843	6.39191153200009E-06
95.9638671875	47.9961217820062	-6.63694302278812E-05	8.65719934913628	6.62008023203192E-06
95.9736328125	47.9992875746861	-0.000590261496215259	8.06238434585073	5.13520256938466E-06
95.9833984375	47.998194744419	-0.000207770980909799	7.62302699540424	4.59206006553359E-06
95.9931640625	48.000718499317	6.12606757214444E-05	7.81046182229539	5.27225395449846E-06
96.0029296875	48.0011488012347	-0.000108794337176302	8.17940133645021	5.39074450869979E-06
96.0126953125	47.9974331783267	0.000169344236175844	8.68589044190204	6.61089408937173E-06
96.0224609375	47.9974092726646	-0.000236735423818789	8.99861259111937	6.59139556584104E-06
96.0322265625	47.9977951783526	-0.000353081832874171	8.70363232659304	4.8466634730068E-06
96.0419921875	47.9999501030355	-0.000430424011871714	8.21229643977475	6.20855178291868E-06
96.0517578125	48.0009302351812	-0.000114702722822877	7.62679156051248	5.07951951716477E-06
96.0615234375	48.0004418766557	0.000228561390553386	7.90640969836395	5.45730110270669E-06
96.0712890625	47.9976449141909	-0.000288933593744009	8.38221042356406	5.59360278131189E-06
96.0810546875	47.99510408382	-0.000764758884794666	7.89809452526473	6.30735638696217E-06
96.0908203125	48.0000798766297	-5.53967075133235E-05	7.60751662842734	6.51752653596297E-06
96.1005859375	47.999164631281	-0.00059208285220158	8.11997016396797	4.46756990107484E-06
96.1103515625	48.0014049333285	0.0002232305162858	8.48934121038996	6.34822770029504E-06
96.1201171875	48.0014356691798	-2.90977082519031E-05	8.79205054489957	5.37724531568529E-06
96.1298828125	47.9972624235974	-6.03277662108408E-05	8.61665694539008	4.63949354874656E-06
96.1396484375	47.9974434236104	0.000124342733484314	8.38792374196684	8.02602722690314E-06
96.1494140625	47.9980171595006	-0.000410610903122081	7.89483904162083	4.33501843346003E-06
96.1591796875	48.000455537034	-0.000470227873069692	7.21980282292276	6.31972990124884E-06
96.1689453125	48.00089949933	2.23896882083024E-05	7.34535866593843	6.14668197355546E-06
96.1787109375	47.9967467443152	-0.000390442402754609	8.25015838453624	8.27050707883918E-06
96.1884765625	47.9968731028148	-0.000162058694982591	8.80915304437321	6.40709812414141E-06
96.1982421875	47.9951245743875	-0.000172054084234315	8.63075190763248	7.34189598006196E-06
96.2080078125	47.9996939709416	-7.06785601079561E-05	8.16110394628569	6.12962055566018E-06
96.2177734375	47.9994788199828	-0.000332158151373895	8.0529618546234	7.03835883713488E-06
96.2275390625	48.0003428389127	-0.000609719187291949	7.91436666802867	3.4817760573193E-06
96.2373046875	47.9988811784305	3.08746663410986E-05	8.10965823092836	5.0956438019243E-06
96.2470703125	47.9955856121564	5.45970763731855E-05	8.48768260715281	5.00190139526125E-06
96.2568359375	47.9961661782358	-0.000138513974245648	8.14211125107455	6.9343046090838E-06
96.2666015625	47.9983279331078	-4.83777198041135E-05	7.88836500252214	7.0640441178089E-06
96.2763671875	48.0007697257358	-0.000432645183428105	7.92967445751097	5.01690000129295E-06
96.2861328125	48.0011761219913	-0.000113680971921589	8.12846681273944	5.05233426399108E-06
96.2958984375	47.9956231781968	-0.000282803088336284	8.66940728091454	7.86741562536001E-06
96.3056640625	47.995951027277	-0.000446238938865554	8.58449460284683	6.11893444050032E-06
96.3154296875	47.994315196971	5.69515458413695E-05	8.24592430388059	5.81970922896261E-06
96.3251953125	47.9984235557562	-0.000288578228181273	8.12343402810764	6.0606262965354E-06
96.3349609375	47.9988709331468	-0.000508965559414152	7.80710452235862	6.34897796628611E-06
96.3447265625	48.0000423105893	-0.000313322343518216	8.06621327151715	6.46671825449637E-06
96.3544921875	47.9970643481115	-0.000356191509530263	8.46119243445874	6.52221388008911E-06
96.3642578125	47.9933828761494	-0.000104174246144394	8.40895962112755	5.55929307837665E-06
96.3740234375	47.9959612725607	-0.000114125211443888	8.25284095370319	6.65101513671353E-06
96.3837890625	47.9969721405577	-0.000556143848792499	8.07563418010779	6.35066480593045E-06
96.3935546875	47.9986113859583	-0.000525402473849418	8.25791752461638	6.12793371601583E-06
96.4033203125	47.9983620840537	-0.000663605467401904	8.43467430185005	5.55029380286114E-06
96.4130859375	47.994035159215	1.22165958196606E-05	8.28303502376622	5.81464703158217E-06
96.4228515625	47.9952338574142	-8.04074105316331E-06	8.26865465937646	8.40512135831758E-06
96.4326171875	47.9942742158359	-0.000648279229937698	7.81947863098792	4.82885290808539E-06
96.4423828125	47.9981503481894	-0.001016998346107	7.65337827404382	5.70740543190461E-06
96.4521484375	47.9979556877981	-0.00108736588643914	8.03407519606961	3.77743932371747E-06
96.4619140625	47.9979351972306	-0.000513319158842889	8.51263551208828	5.88889091471453E-06
96.4716796875	47.9949333290908	0.000738371057170114	8.94314328578439	7.71199083596088E-06
96.4814453125	47.9925700836382	-0.000266277378106767	8.71245394342879	5.82889593110527E-06
96.4912109375	47.9955787819672	-0.000757206812915586	7.88593671031457	5.64534875539671E-06
96.5009765625	47.9963096122083	-0.00134151549953204	7.58625126694851	5.74958929111E-06
96.5107421875	47.9961900838979	-0.000615050061559535	7.65964235001007	5.88551555697844E-06
96.5205078125	47.9981230274327	0.00032656073339293	8.21719997574463	6.80943987111198E-06
96.5302734375	47.9929662346101	3.98038905099696E-05	8.68178983027279	5.47511222711056E-06
96.5400390625	47.9950494423066	-0.000630820590656249	8.38051014422777	5.02702383657136E-06
96.5498046875	47.9944313101868	-0.000827485557453473	8.04438290874475	2.67053011375681E-06
96.5595703125	47.9974502537996	-0.00140797383628836	7.91891358320074	5.46648780484935E-06
96.5693359375	47.9960910461549	-0.000313500065382239	8.06737545438338	5.23438202668245E-06
96.5791015625	47.9936868195674	-0.000129673620779452	8.54696237405965	7.4562614700186E-06
96.5888671875	47.993188215758	-0.000748055478756229	8.50997140701588	6.24173636660855E-06
96.5986328125	47.9925086119357	-0.00110455798200721	8.28345336739442	5.25369312358599E-06
96.6083984375	47.99510408382	-0.00103907692008973	7.82827439809129	4.81685424705302E-06
96.6181640625	47.9959237065203	-0.000526024357070429	7.66561100046335	5.58066586817884E-06
96.6279296875	47.9943083667818	-0.000103330191052026	8.23759066668682	6.78844137508163E-06
96.6376953125	47.9944005743356	-0.000757340110827379	8.82200036136884	6.7595692822636E-06
96.6474609375	47.9912040458044	-0.000422560920216817	8.87432180235392	5.25163031172241E-06
96.6572265625	47.994134196958	-0.000935746859313224	8.2579481222588	5.42655362465222E-06
96.6669921875	47.993386291244	-0.000539573740665855	7.27478995161692	5.50398487941106E-06
96.6767578125	47.9956948951831	-0.000619003767252891	7.53474382876079	7.42138948720191E-06
96.6865234375	47.9930140459342	-0.000904694386429014	8.12314440559581	6.05593951189173E-06
96.6962890625	47.9924608006115	-0.000510920265422475	8.47870167155828	5.93576155856359E-06
96.7060546875	47.9913748005336	-0.000401193025249346	8.61729791324413	6.3823505360856E-06
96.7158203125	47.9915079892224	-0.000375160537132425	8.36040643806961	6.58145859770731E-06
96.7255859375	47.9941068762013	-0.000508254776178474	8.3358724043079	7.22978072859606E-06
96.7353515625	47.9948684422937	-0.00120149109788302	8.18050285157717	5.21600862239712E-06
96.7451171875	47.9950835932525	-0.000883992876800095	7.80568753498744	4.33183134157478E-06
96.7548828125	47.9928296308267	-0.000137936475894211	7.92133871013495	7.40282865628944E-06
96.7646484375	47.988946668284	-0.00064885676737179	8.01246270961303	6.99767439094669E-06
96.7744140625	47.9934921591761	-0.00116697360883509	7.89616740133811	5.48973597988796E-06
96.7841796875	47.9927135176108	-0.00167420666016738	7.86661060631022	3.76412783707135E-06
96.7939453125	47.99510408382	-0.00100598110173357	8.29722969211926	3.68725942167643E-06
96.8037109375	47.993369215771	-0.000156905516523924	9.11140499688326	8.48424001220323E-06
96.8134765625	47.9911494042911	-0.000457966862254244	8.89674670897119	4.45238386841599E-06
96.8232421875	47.9911903854261	-0.00124898027676167	8.11875733672808	6.86099841856965E-06
